"","uniqueID","gender","firstCount","lastCount","midCount","allCount","firstCount15","lastCount15","midCount15","allCount15"
"37625","Christopher L F Sun","male",2,0,0,2,2,0,0,2
"37631","Christopher J Boos","male",3,0,0,3,0,0,0,0
"37632","Christopher A DeSouza","male",1,1,2,4,0,0,0,0
"37635","Christopher Stave","male",0,0,1,1,0,0,1,1
"37638","Christopher K Zarins","male",0,2,2,4,0,0,1,1
"37640","Christopher J McCabe","male",0,0,4,4,0,0,0,0
"37648","Christopher T Minson","male",2,0,2,4,0,0,0,0
"37652","Christopher Stellbrink","male",0,1,0,1,0,0,0,0
"37654","Christopher Hogan","male",0,0,3,3,0,0,2,2
"37656","Christopher W Ward","male",0,0,4,4,0,0,1,1
"37658","Christopher J Pemberton","male",0,0,2,2,0,0,0,0
"37667","Christopher Cox","male",0,0,2,2,0,0,1,1
"37677","Christopher J L Murray","male",2,5,3,10,1,4,3,8
"37680","Christopher M Florkowski","male",0,0,2,2,0,0,1,1
"37682","Christopher T Bowles","male",0,0,4,4,0,0,1,1
"37691","Christopher J Klugewicz","male",0,0,1,1,0,0,0,0
"37715","Christopher J Porter","male",0,1,9,10,0,0,0,0
"37720","Christopher H Cabell","male",1,0,7,8,0,0,0,0
"37723","Christopher Medway","male",0,0,1,1,0,0,1,1
"37724","Christopher Sciortino","male",0,0,1,1,0,0,1,1
"37732","Christopher Wibberley","male",0,0,1,1,0,0,1,1
"37733","Christopher T Sibley","male",1,0,10,11,1,0,10,11
"37735","Christopher J Malkin","male",0,0,1,1,0,0,1,1
"37742","Christopher Doughty","male",0,0,1,1,0,0,1,1
"37746","Christopher R Burrow","male",0,0,1,1,0,0,0,0
"37748","Christopher P Baines","male",0,0,3,3,0,0,1,1
"37750","Christopher P Rusconi","male",0,2,0,2,0,0,0,0
"37754","Christopher P O'Donnell","male",0,0,1,1,0,0,0,0
"37756","Christopher G Chute","male",0,0,1,1,0,0,1,1
"37757","Christopher N Martyn","male",0,1,1,2,0,0,0,0
"37760","Christopher D Martin","male",0,1,2,3,0,0,1,1
"37762","Christopher Colby","male",0,0,1,1,0,0,0,0
"37768","Christopher L Kaufman","male",0,0,1,1,0,0,1,1
"37772","Christopher O Phillips","male",0,1,7,8,0,0,1,1
"37781","Christopher T Cottage","male",0,0,2,2,0,0,1,1
"37782","Christopher Heeschen","male",8,0,10,18,0,0,0,0
"37784","Christopher P Gale","male",0,0,1,1,0,0,0,0
"37800","Christopher G Meier","male",0,0,2,2,0,0,1,1
"37802","Christopher R Weber","male",4,2,2,8,0,0,0,0
"37810","Christopher Millett","male",0,0,1,1,0,0,1,1
"37811","Christopher N Johnson","male",1,0,3,4,1,0,1,2
"37817","Christopher D Gardner","male",0,0,1,1,0,0,1,1
"37820","Christopher D Byrne","male",0,1,3,4,0,1,2,3
"37823","Christopher Weidenmaier","male",0,0,1,1,0,0,1,1
"37824","Christopher J Soraghan","male",0,0,1,1,0,0,1,1
"37825","Christopher R DeFilippi","male",0,0,2,2,0,0,1,1
"37826","Christopher J Lindsell","male",0,0,2,2,0,0,1,1
"37828","Christopher A Loffredo","male",0,0,1,1,0,0,1,1
"37829","Christopher Niemeth","male",0,0,1,1,0,0,0,0
"37833","Christopher McKevitt","male",0,0,1,1,0,0,1,1
"37834","Christopher F Mojcik","male",0,0,2,2,0,0,0,0
"37847","Christopher S R Baker","male",1,0,1,2,0,0,0,0
"37848","Christopher S Snyder","male",0,0,2,2,0,0,0,0
"37849","Christopher J Packard","male",0,0,3,3,0,0,1,1
"37861","Christopher D Reiter","male",0,0,1,1,0,0,0,0
"37869","Christopher F Chesley","male",0,0,1,1,0,0,0,0
"37879","Christopher B Arant","male",1,0,4,5,0,0,0,0
"37889","Christopher Madias","male",0,0,1,1,0,0,0,0
"37896","Christopher M Reid","male",0,0,3,3,0,0,3,3
"37898","Christopher K Macgowan","male",0,0,3,3,0,0,1,1
"37899","Christopher J Long","male",0,0,2,2,0,0,0,0
"37901","Christopher L Grigsby","male",0,0,1,1,0,0,1,1
"37908","Christopher K Dyke","male",2,0,3,5,0,0,0,0
"37910","Christopher L Schlett","male",0,0,2,2,0,0,1,1
"37916","Christopher Commichau","male",0,0,1,1,0,0,0,0
"37920","Christopher Metzger","male",0,1,3,4,0,0,3,3
"37929","Christopher Critoph","male",0,0,1,1,0,0,1,1
"37931","Christopher Mahnke","male",0,0,1,1,0,0,1,1
"37935","Christopher M Aderman","male",0,0,1,1,0,0,1,1
"37941","Christopher D Sparkes","male",0,0,1,1,0,0,0,0
"37958","Christopher S Simpson","male",0,0,6,6,0,0,2,2
"37970","Christopher Lyttle","male",0,0,1,1,0,0,0,0
"37972","Christopher C Sullivan","male",0,0,1,1,0,0,0,0
"37973","Christopher J Gray","male",0,0,1,1,0,0,1,1
"37974","Christopher Costa","male",0,0,1,1,0,0,1,1
"37976","Christopher A Gange","male",1,0,0,1,0,0,0,0
"37978","Christopher E Mahoney","male",0,0,2,2,0,0,2,2
"37985","Christopher Cogbill","male",0,0,1,1,0,0,0,0
"37988","Christopher Naoum","male",2,0,0,2,2,0,0,2
"37996","Christopher Houghtaling","male",0,0,3,3,0,0,0,0
"38004","Christopher Duke","male",0,0,1,1,0,0,0,0
"38008","Christopher P Denton","male",0,0,2,2,0,0,0,0
"38014","Christopher R Moir","male",0,0,2,2,0,0,2,2
"38020","Christopher Peterson","male",0,0,1,1,0,0,1,1
"38022","Christopher Rockett","male",0,0,1,1,0,0,0,0
"38026","Christopher D Batich","male",0,0,1,1,0,0,1,1
"38027","Christopher K Barlow","male",0,0,1,1,0,0,1,1
"38030","Christopher J Petit","male",1,0,2,3,0,0,2,2
"38032","Christopher Broyd","male",0,0,2,2,0,0,2,2
"38035","Christopher Treleaven","male",0,0,1,1,0,0,0,0
"38050","Christopher F Bladin","male",0,0,1,1,0,0,1,1
"38052","Christopher Orsborne","male",1,0,0,1,1,0,0,1
"38056","Christopher Overall","male",0,0,1,1,0,0,0,0
"38061","Christopher M Cook","male",0,0,1,1,0,0,1,1
"38074","Christopher Cain","male",0,1,0,1,0,1,0,1
"38082","Christopher R Gibbs","male",1,1,1,3,0,0,0,0
"38087","Christopher D Olympios","male",0,0,1,1,0,0,0,0
"38093","Christopher S Baker","male",0,0,1,1,0,0,1,1
"38094","Christopher L Sanders","male",0,0,1,1,0,0,0,0
"38097","Christopher S Lee","male",0,0,1,1,0,0,0,0
"38099","Christopher J Charles","male",0,0,2,2,0,0,0,0
"38104","Christopher H Contag","male",0,0,1,1,0,0,0,0
"38130","Christopher S Law","male",0,0,1,1,0,0,1,1
"38137","Christopher Tay","male",0,0,1,1,0,0,1,1
"38140","Christopher J O'donnell","male",0,1,0,1,0,0,0,0
"38144","Christopher Spruell","male",0,0,1,1,0,0,1,1
"38149","Christopher M Loughrey","male",0,1,1,2,0,1,1,2
"38153","Christopher J Fran?§ois","male",0,1,0,1,0,0,0,0
"38154","Christopher J Barreiro","male",1,0,0,1,0,0,0,0
"38166","Christopher A Miller","male",3,2,0,5,2,2,0,4
"38185","Christopher J K Hammett","male",1,0,0,1,0,0,0,0
"38195","Christopher L Carroll","male",0,0,1,1,0,0,1,1
"38199","Christopher C Glembotski","male",0,0,2,2,0,0,1,1
"38200","Christopher S Coffey","male",0,0,1,1,0,0,0,0
"38203","Christopher H Young","male",0,1,2,3,0,1,2,3
"38207","Christopher W Sparks","male",0,0,1,1,0,0,0,0
"38211","Christopher Kolz","male",0,0,1,1,0,0,0,0
"38219","Christopher J Paciorek","male",0,0,1,1,0,0,1,1
"38226","Christopher J Hammett","male",0,0,2,2,0,0,2,2
"38232","Christopher V Laufenberg","male",0,0,1,1,0,0,0,0
"38237","Christopher A Beck","male",0,0,1,1,0,0,1,1
"38239","Christopher Masi","male",0,0,1,1,0,0,1,1
"38242","Christopher Hurt","male",0,0,1,1,0,0,1,1
"38245","Christopher Jarvis","male",0,0,1,1,0,0,1,1
"38247","Christopher Bellotti","male",0,0,1,1,0,0,1,1
"38248","Christopher E Mascio","male",0,0,3,3,0,0,3,3
"38251","Christopher J Stain","male",0,0,1,1,0,0,1,1
"38253","Christopher Benner","male",0,0,1,1,0,0,1,1
"38255","Christopher M Gamboa","male",0,0,1,1,0,0,1,1
"38257","Christopher Doig","male",0,0,1,1,0,0,0,0
"38269","Christopher C Gibson","male",1,0,0,1,1,0,0,1
"38273","Christopher V DeSimone","male",2,0,0,2,2,0,0,2
"38278","Christopher G Kevil","male",0,0,1,1,0,0,1,1
"38279","Christopher Droogan","male",0,0,1,1,0,0,0,0
"38292","Christopher Lichtenwalter","male",0,0,1,1,0,0,0,0
"38293","Christopher W K Lam","male",0,0,2,2,0,0,0,0
"38296","Christopher Bangard","male",0,1,0,1,0,1,0,1
"38298","Christopher J Rhodes","male",2,0,3,5,2,0,2,4
"38306","Christopher P Young","male",0,0,3,3,0,0,2,2
"38308","Christopher R Palmer","male",0,0,1,1,0,0,1,1
"38317","Christopher T Workman","male",0,0,1,1,0,0,1,1
"38318","Christopher Prendergast","male",0,0,1,1,0,0,1,1
"38325","Christopher Genco","male",0,0,1,1,0,0,0,0
"38337","Christopher Lotz","male",1,0,0,1,1,0,0,1
"38344","Christopher W Forsberg","male",0,0,1,1,0,0,1,1
"38346","Christopher R Cole","male",0,0,3,3,0,0,0,0
"38349","Christopher C E Lang","male",0,0,1,1,0,0,0,0
"38352","Christopher B Newgard","male",0,1,1,2,0,1,0,1
"38357","Christopher K Glass","male",0,0,2,2,0,0,0,0
"38367","Christopher M Sauer","male",0,0,1,1,0,0,1,1
"38368","Christopher D Payne","male",0,0,1,1,0,0,0,0
"38372","Christopher C Erickson","male",0,0,4,4,0,0,2,2
"38378","Christopher Beer","male",0,0,1,1,0,0,1,1
"38390","Christopher Torgersen","male",0,0,1,1,0,0,1,1
"38413","Christopher R Henry","male",0,0,3,3,0,0,0,0
"38415","Christopher Mingone","male",0,0,1,1,0,0,0,0
"38423","Christopher Baggett","male",0,0,1,1,0,0,1,1
"38438","Christopher R Levi","male",0,0,1,1,0,0,1,1
"38443","Christopher Lathen","male",1,0,0,1,1,0,0,1
"38449","Christopher W Baird","male",0,0,1,1,0,0,1,1
"38455","Christopher P Hess","male",0,0,2,2,0,0,2,2
"38459","Christopher DeGroat","male",0,0,1,1,0,0,1,1
"38464","Christopher D Lascola","male",0,0,1,1,0,0,1,1
"38476","Christopher Hoimes","male",0,0,1,1,0,0,1,1
"38480","Christopher Champion","male",0,0,1,1,0,0,0,0
"38482","Christopher L Holley","male",1,0,0,1,0,0,0,0
"38484","Christopher B Anderson","male",0,0,1,1,0,0,0,0
"38485","Christopher Ireland","male",0,0,1,1,0,0,1,1
"38506","Christopher D Porada","male",0,0,1,1,0,0,0,0
"38507","Christopher S Parshuram","male",0,0,1,1,0,0,0,0
"38523","Christopher Neil","male",0,0,1,1,0,0,1,1
"38526","Christopher W Lewis","male",0,0,2,2,0,0,0,0
"38530","Christopher M Williams","male",0,0,1,1,0,0,1,1
"38566","Christopher Beeckler","male",0,0,1,1,0,0,1,1
"38571","Christopher Pawlak","male",0,0,1,1,0,0,1,1
"38584","Christopher R Ellis","male",0,0,1,1,0,0,1,1
"38585","Christopher R Johnson","male",0,0,1,1,0,0,0,0
"38590","Christopher L Gentile","male",0,0,1,1,0,0,0,0
"38595","Christopher Imray","male",0,0,1,1,0,0,1,1
"38599","Christopher Schneeweis","male",1,0,1,2,1,0,1,2
"38609","Christopher S Williams","male",0,0,2,2,0,0,0,0
"38627","Christopher O'Regan","male",0,0,1,1,0,0,1,1
"38629","Christopher Higgins","male",0,0,1,1,0,0,0,0
"38631","Christopher Salerno","male",0,0,1,1,0,0,1,1
"38637","Christopher H Morell","male",0,0,1,1,0,0,0,0
"38643","Christopher B Behrens","male",0,0,1,1,0,0,0,0
"38646","Christopher Raffel","male",0,0,1,1,0,0,0,0
"38647","Christopher Gubran","male",0,0,1,1,0,0,1,1
"38654","Christopher Hillier","male",0,0,1,1,0,0,0,0
"38657","Christopher Gemein","male",0,0,1,1,0,0,0,0
"38665","Christopher F Barnett","male",0,1,0,1,0,1,0,1
"38672","Christopher B Overgaard","male",1,1,0,2,0,1,0,1
"38708","Christopher H Morrell","male",0,0,1,1,0,0,0,0
"38709","Christopher M Schulze","male",0,0,1,1,0,0,0,0
"38717","Christopher Armstrong","male",0,0,1,1,0,0,0,0
"38718","Christopher A Aakre","male",0,0,1,1,0,0,1,1
"38727","Christopher Wells","male",0,0,1,1,0,0,0,0
"38734","Christopher P Wood","male",0,0,1,1,0,0,0,0
"38740","Christopher Glover","male",0,0,1,1,0,0,0,0
"38752","Christopher J Riordan","male",0,0,3,3,0,0,0,0
"38754","Christopher Bulpitt","male",0,1,0,1,0,1,0,1
"38768","Christopher J Horvath","male",0,0,1,1,0,0,0,0
"38769","Christopher R Longo","male",1,0,0,1,0,0,0,0
"38776","Christopher W G Redman","male",0,0,1,1,0,0,1,1
"38778","Christopher J Bagley","male",0,0,1,1,0,0,0,0
"38782","Christopher Kim","male",0,0,1,1,0,0,0,0
"38789","Christopher B Pattillo","male",0,0,1,1,0,0,1,1
"38790","Christopher Davis","male",0,0,2,2,0,0,1,1
"38808","Christopher Mbah","male",0,0,1,1,0,0,1,1
"38818","Christopher Ferrante","male",0,0,1,1,0,0,0,0
"38826","Christopher Hart","male",0,0,1,1,0,0,0,0
"38833","Christopher L Antos","male",0,0,1,1,0,0,0,0
"38850","Christopher D Steadman","male",1,0,0,1,0,0,0,0
"38852","Christopher Bates-Withers","male",0,0,1,1,0,0,1,1
"38883","Christopher C Pulling","male",0,0,1,1,0,0,0,0
"38887","Christopher A Bradfield","male",0,0,1,1,0,0,0,0
"38892","Christopher Pickett","male",0,0,1,1,0,0,1,1
"38906","Christopher Johnsrude","male",0,1,0,1,0,0,0,0
"38915","Christopher Doppler","male",0,0,1,1,0,0,1,1
"38921","Christopher F Liu","male",0,0,1,1,0,0,0,0
"38922","Christophoros Komborozos","male",0,0,1,1,0,0,0,0
"38923","Christos Varounis","male",0,0,2,2,0,0,2,2
"38924","Christos Paparizos","male",0,0,1,1,0,0,1,1
"38925","Christos V Bourantas","male",2,0,9,11,2,0,9,11
"38926","Christos E Chadjichristos","male",2,0,1,3,0,0,0,0
"38927","Christos Pitsavos","male",1,0,7,8,0,0,0,0
"38928","Christos Rammos","male",0,0,1,1,0,0,1,1
"38929","Christos S Mantzoros","male",0,0,4,4,0,0,1,1
"38930","Christos Toumpanakis","male",0,1,0,1,0,1,0,1
"38932","Christos Tikellis","male",0,0,1,1,0,0,0,0
"38934","Christos Eftychiou","male",1,0,0,1,0,0,0,0
"38935","Christos A Goudis","male",0,0,1,1,0,0,0,0
"38939","Christos Kroupis","male",0,0,1,1,0,0,0,0
"38940","Christos Kotakos","male",0,0,1,1,0,0,1,1
"38942","Christos O Antonoglou","male",0,0,1,1,0,0,0,0
"38944","Christos Klonaris","male",0,0,1,1,0,0,1,1
"38945","Christos Lionis","male",0,0,1,1,0,0,1,1
"38949","Christos Kasapis","male",3,0,0,3,0,0,0,0
"38950","Christos G Mihos","male",0,0,1,1,0,0,1,1
"38951","Christos Alexiou","male",0,0,1,1,0,0,0,0
"38952","Christos Angelidis","male",0,0,3,3,0,0,3,3
"38954","Christos Christopoulos","male",0,0,2,2,0,0,1,1
"38956","Christos Pappas","male",0,0,1,1,0,0,1,1
"38961","Christos D Liapis","male",0,1,0,1,0,1,0,1
"38967","Christos Galatas","male",0,0,1,1,0,0,1,1
"38971","Christos Stathopoulos","male",0,0,1,1,0,0,0,0
"38975","Christos Adamopoulos","male",0,0,1,1,0,0,1,1
"38976","Christos Kassiotis","male",1,0,0,1,0,0,0,0
"38978","Christy Marchant","female",0,0,1,1,0,0,0,0
"38979","Christy K Holland","female",0,0,2,2,0,0,0,0
"38980","Christy L Avery","female",1,0,0,1,1,0,0,1
"38982","Chrysafios Girasis","unknown",1,0,2,3,1,0,0,1
"38985","Chrysanthos Zamboulis","male",0,0,1,1,0,0,0,0
"38986","Chrysoula Pappas","female",0,0,2,2,0,0,0,0
"38987","Chrysoula Dalageorgou","female",0,0,2,2,0,0,1,1
"38990","Chryssa Bakoula","female",0,0,1,1,0,0,0,0
"38991","Chrystel Lafont","female",0,0,1,1,0,0,1,1
"38992","Chu-Pak Lau","male",7,15,16,38,2,0,2,4
"39001","Chu-Huang Chen","male",1,0,0,1,0,0,0,0
"39007","Chu-Jen Kuo","male",0,0,1,1,0,0,0,0
"39010","Chu-Chuan Lin","male",0,0,1,1,0,0,0,0
"39019","Chu P Lau","male",0,0,1,1,0,0,1,1
"39032","Chu Pak Lau","male",0,1,1,2,0,0,0,0
"39035","Chu Kataoka","male",0,0,1,1,0,0,0,0
"39037","Chua-Ngak Hwee","female",0,0,1,1,0,0,1,1
"39038","Chuan-Chuan Wun","female",0,0,8,8,0,0,2,2
"39039","Chuan-Bao Li","female",1,0,5,6,0,0,0,0
"39042","Chuan-Fen Liu","female",0,0,2,2,0,0,2,2
"39044","Chuan-Yun Li","female",0,1,1,2,0,0,1,1
"39056","Chuanhui Dong","unknown",1,0,0,1,1,0,0,1
"39057","Chuanjian Lu","unknown",0,0,1,1,0,0,0,0
"39058","Chuanjiang Lu","unknown",0,0,1,1,0,0,0,0
"39059","Chuanjue Cui","unknown",0,0,2,2,0,0,0,0
"39061","Chuansheng Xu","unknown",0,0,1,1,0,0,1,1
"39062","Chuanshi Xiao","unknown",0,0,1,1,0,0,1,1
"39063","Chuanwei Ma","unknown",0,0,1,1,0,0,1,1
"39064","Chuanyi M Lu","unknown",0,0,1,1,0,0,0,0
"39065","Chuanyu Wei","unknown",0,0,1,1,0,0,1,1
"39066","Chuanyu Gao","unknown",0,0,1,1,0,0,1,1
"39067","Chuanyue Wu","unknown",0,0,1,1,0,0,0,0
"39068","Chubun Sato","unknown",0,0,1,1,0,0,0,0
"39069","Chuen-Wang Chiou","male",3,0,15,18,0,0,0,0
"39071","Chuen-Den Tseng","male",0,0,7,7,0,0,1,1
"39084","Chuen-Neng Lee","male",0,0,1,1,0,0,0,0
"39089","Chuen Tang","male",0,0,1,1,0,0,0,0
"39096","Chuichi Kawai","unknown",0,1,0,1,0,1,0,1
"39097","Chul Min Ahn","male",0,0,9,9,0,0,5,5
"39101","Chul Hyun Park","male",0,0,1,1,0,0,0,0
"39102","Chul Hwan Park","male",0,0,1,1,0,0,1,1
"39103","Chul-Min Kim","male",0,1,0,1,0,0,0,0
"39105","Chul Han","male",0,0,1,1,0,0,0,0
"39106","Chul-Ho Sohn","male",0,0,1,1,0,0,1,1
"39111","Chull Hong","unknown",0,0,3,3,0,0,1,1
"39114","Chun Soo Park","male",1,0,2,3,0,0,1,1
"39115","Chun-Chung Chow","male",0,0,1,1,0,0,0,0
"39116","Chun Song Youn","male",0,0,1,1,0,0,1,1
"39117","Chun YeongHwa","male",0,0,1,1,0,0,1,1
"39118","Chun-Yu Liu","male",0,0,1,1,0,0,0,0
"39119","Chun-Peng Liu","male",3,0,4,7,0,0,0,0
"39120","Chun-Chieh Wang","male",0,0,11,11,0,0,1,1
"39121","Chun Yuan","male",1,3,6,10,0,0,1,1
"39122","Chun-An Chen","male",0,2,2,4,0,2,1,3
"39123","Chun-Yang Xiao","male",2,0,3,5,0,0,0,0
"39124","Chun Hwang","male",0,0,2,2,0,0,0,0
"39126","Chun Mei Li","male",0,0,2,2,0,0,0,0
"39127","Chun-Tai Mao","male",0,0,1,1,0,0,1,1
"39132","Chun Fang","male",0,0,1,1,0,0,1,1
"39140","Chun Xi Liu","male",0,0,2,2,0,0,2,2
"39141","Chun-Ming Shih","male",0,0,1,1,0,0,1,1
"39152","Chun-Li Wang","male",0,0,1,1,0,0,1,1
"39153","Chun-Mei Cao","male",1,0,0,1,0,0,0,0
"39160","Chun Huang","male",0,0,1,1,0,0,0,0
"39161","Chun-Ku Chen","male",0,0,2,2,0,0,1,1
"39162","Chun Ma","male",0,0,1,1,0,0,1,1
"39163","Chun G Schiros","male",1,0,0,1,1,0,0,1
"39165","Chun-Wei Lu","male",0,0,1,1,0,0,1,1
"39169","Chun Shing Kwok","male",1,0,1,2,1,0,1,2
"39172","Chun K Kim","male",0,0,1,1,0,0,1,1
"39173","Chun-Yao Huang","male",0,1,0,1,0,1,0,1
"39175","Chun Ming Pan","male",0,0,1,1,0,0,1,1
"39180","Chunang Gu","unknown",0,0,1,1,0,0,0,0
"39181","Chung-Lieh Hung","male",1,0,3,4,0,0,2,2
"39182","Chung-Wah Siu","male",0,0,8,8,0,0,4,4
"39183","Chung-Dann Kan","male",1,1,0,2,0,0,0,0
"39184","Chung-Yin Chen","male",0,0,1,1,0,0,0,0
"39185","Chung-Chuan Chou","male",2,0,0,2,1,0,0,1
"39186","Chung-Huan J Sun","male",2,0,0,2,2,0,0,2
"39188","Chung W Yu","male",0,0,1,1,0,0,0,0
"39189","Chung-Chou H Chang","male",0,0,1,1,0,0,1,1
"39193","Chung Il Noh","male",0,1,0,1,0,1,0,1
"39194","Chung-Sheng Shi","male",2,0,0,2,0,0,0,0
"39195","Chung Wah Siu","male",0,0,3,3,0,0,0,0
"39199","Chung-I Chang","male",0,0,2,2,0,0,0,0
"39201","Chung-Shiuan Chen","male",0,0,2,2,0,0,2,2
"39203","Chung-Hsiang Liu","male",0,0,1,1,0,0,0,0
"39205","Chung-Hyun Cho","male",0,0,2,2,0,0,0,0
"39211","Chung-Sheng Lin","male",0,1,1,2,0,0,0,0
"39215","Chung-Mo Nam","male",0,0,1,1,0,0,1,1
"39218","Chunguang Qiu","unknown",0,0,1,1,0,0,1,1
"39219","Chunhu Gu","unknown",0,0,1,1,0,0,1,1
"39220","Chunhua Ding","unknown",0,0,1,1,0,0,0,0
"39221","Chunhua Jin","unknown",0,0,1,1,0,0,1,1
"39222","Chunjiang He","unknown",0,0,2,2,0,0,2,2
"39224","Chunlai Shao","unknown",1,0,0,1,1,0,0,1
"39226","Chunlian Chen","unknown",0,0,1,1,0,0,0,0
"39227","Chunlin Qian","male",0,0,2,2,0,0,0,0
"39228","Chunlin Wang","male",0,0,1,1,0,0,1,1
"39230","Chunling Zhang","unknown",0,0,1,1,0,0,0,0
"39231","Chunmei Li","female",0,0,1,1,0,0,0,0
"39232","Chunmei Zhou","female",0,0,2,2,0,0,2,2
"39234","Chunmei Cao","female",0,0,1,1,0,0,1,1
"39235","Chunming Dong","unknown",0,2,4,6,0,0,0,0
"39241","Chunping Qiao","unknown",0,0,1,1,0,0,0,0
"39242","Chunsheng Wang","unknown",0,1,0,1,0,1,0,1
"39243","Chuntao Wu","unknown",3,0,4,7,1,0,0,1
"39250","Chunxia Cronin","unknown",0,0,1,1,0,0,1,1
"39251","Chunxiang Zhang","unknown",0,1,0,1,0,1,0,1
"39252","Chunxiao Wang","unknown",0,0,1,1,0,0,1,1
"39253","Chunxue Shi","unknown",0,0,5,5,0,0,0,0
"39256","Chunxue Wang","unknown",0,0,1,1,0,0,1,1
"39259","Chunyan Fu","female",0,0,1,1,0,0,0,0
"39260","Chunyan Tan","female",0,0,1,1,0,0,1,1
"39261","Chunyan Dou","female",0,0,2,2,0,0,1,1
"39263","Chunyan Tian","female",0,0,1,1,0,0,1,1
"39264","Chunyang Xiao","unknown",0,0,1,1,0,0,1,1
"39265","Chunying Lu","female",0,0,1,1,0,0,1,1
"39266","Chunying Li","female",0,0,1,1,0,0,1,1
"39267","Chunyu Zeng","unknown",0,2,0,2,0,2,0,2
"39269","Chunyu Zheng","unknown",2,0,0,2,1,0,0,1
"39270","Chunyu Liu","unknown",0,0,3,3,0,0,3,3
"39274","Chunzeng Lu","unknown",0,0,1,1,0,0,0,0
"39275","Churchill L Onen","male",0,0,2,2,0,0,0,0
"39277","Chuwa Tei","unknown",1,7,0,8,0,0,0,0
"39285","Chwan-Yau Luo","unknown",0,1,1,2,0,1,0,1
"39287","Chyi-Huey Bai","male",0,0,1,1,0,0,0,0
"39288","Ci-hua Liu","female",0,0,1,1,0,0,0,0
"39289","Cian P McCarthy","male",1,0,1,2,1,0,0,1
"39292","Ciara Mundow","female",0,0,1,1,0,0,1,1
"39293","Ciaran S Phibbs","male",0,0,1,1,0,0,1,1
"39294","Ciaran J McMullan","male",0,0,1,1,0,0,1,1
"39295","Cibele Larrosa Garzillo","female",1,0,3,4,1,0,2,3
"39299","Cicero Piva de Albuquerque","male",0,0,4,4,0,0,0,0
"39303","Cihan Simsek","male",0,0,5,5,0,0,5,5
"39304","Cihan Cevik","male",0,0,1,1,0,0,0,0
"39309","Cihangir Kaymaz","male",0,1,0,1,0,1,0,1
"39310","Cindi A Young","female",0,0,1,1,0,0,0,0
"39311","Cindy L Christiansen","female",0,2,4,6,0,0,1,1
"39312","Cindy L Grines","female",17,20,60,97,0,0,4,4
"39318","Cindy Green","female",0,0,1,1,0,0,0,0
"39319","Cindy Zeng","female",0,0,1,1,0,0,1,1
"39320","Cindy Benedict","female",0,0,1,1,0,0,1,1
"39328","Cindy M Baker","female",1,0,1,2,0,0,0,0
"39331","Cindy Yu","female",0,0,1,1,0,0,0,0
"39341","Cindy Setum","female",0,0,1,1,0,0,0,0
"39344","Cindy I Bart","female",0,0,1,1,0,0,1,1
"39347","Cindy Curry","female",0,0,2,2,0,0,0,0
"39352","Cindy W Tom","female",1,0,1,2,0,0,0,0
"39379","Cindy M Martin","female",0,0,2,2,0,0,2,2
"39403","Cindy L O'Bryant","female",0,0,1,1,0,0,1,1
"39410","Cindy Pacchiana","female",0,0,1,1,0,0,0,0
"39411","Cindy Lamendola","female",0,0,2,2,0,0,0,0
"39416","Cindy Colling","female",0,0,1,1,0,0,1,1
"39428","Cindy Hogeman","female",0,0,1,1,0,0,0,0
"39433","Cindy Hein","female",0,0,1,1,0,0,1,1
"39435","Cinta de Diego","female",1,0,0,1,0,0,0,0
"39436","Cinthia Drachenberg","female",0,0,1,1,0,0,0,0
"39437","Cinzia Marrozzini","female",0,0,7,7,0,0,1,1
"39438","Cinzia Forleo","female",0,0,5,5,0,0,0,0
"39439","Cinzia Myriam Calabrese","female",0,0,5,5,0,0,1,1
"39440","Cinzia Giagulli","female",0,0,1,1,0,0,0,0
"39442","Cinzia Perrino","female",3,1,5,9,0,1,3,4
"39446","Cinzia Parolini","female",1,0,0,1,0,0,0,0
"39447","Cinzia Fatini","female",1,0,0,1,0,0,0,0
"39457","Cinzia Pettinato","female",0,0,1,1,0,0,0,0
"39458","Cinzia Carrozza","female",0,0,1,1,0,0,0,0
"39459","Cinzia Valenti","female",0,0,1,1,0,0,0,0
"39460","Cinzia Zuchi","female",0,0,1,1,0,0,0,0
"39463","Cinzia Nugara","female",0,0,1,1,0,0,1,1
"39468","Cinzia Razzini","female",0,0,1,1,0,0,0,0
"39470","Cinzia Sarti","female",0,0,1,1,0,0,0,0
"39473","Ciorsti J Macintyre","unknown",0,0,1,1,0,0,1,1
"39474","Ciorsti J MacIntyre","unknown",1,0,1,2,1,0,1,2
"39476","Ciprian B Anea","male",1,0,0,1,0,0,0,0
"39477","Ciprian Neagoe","male",1,0,0,1,0,0,0,0
"39478","Ciro Indolfi","male",2,1,3,6,0,0,1,1
"39481","Ciro Maiello","male",0,0,2,2,0,0,0,0
"39485","Ciro Mariello","male",0,0,1,1,0,0,0,0
"39487","Ciro Mauro","male",0,0,1,1,0,0,1,1
"39488","Ciro Zanca","male",0,0,1,1,0,0,0,0
"39489","Cissy Chenyi Zhou","female",1,0,0,1,0,0,0,0
"39503","Claas Philip Naehle","male",0,0,1,1,0,0,0,0
"39504","Claas P Naehle","male",1,0,1,2,0,0,0,0
"39506","Claas P N?¤hle","male",0,0,1,1,0,0,0,0
"39507","Claes Wadelius","male",0,0,1,1,0,0,1,1
"39508","Claes Bergmark","male",0,0,2,2,0,0,0,0
